chose_plan,taxrate1,taxrate2,taxrate3,taxrate4,taxrate5,taxrate6,taxrev,inequality_aversion,taxes_harm_economy,partyid,ID,weight
0,<10k: 0%,10-35k: 25%,35-85k: 35%,85-175k: 15%,175-375k: 45%,>375k: 35%,105-125%,0,0,Independent,206883411,2.534053325653076
0,<10k: 0%,10-35k: 25%,35-85k: 25%,85-175k: 5%,175-375k: 35%,>375k: 15%,75-95%,0,0,Independent,206883411,2.534053325653076
1,<10k: 5%,10-35k: 15%,35-85k: 25%,85-175k: 25%,175-375k: 35%,>375k: 35%,75-95%,0,0,Independent,206883411,2.534053325653076
1,<10k: 15%,10-35k: 15%,35-85k: 15%,85-175k: 15%,175-375k: 15%,>375k: 35%,75-95%,0,0,Independent,206883411,2.534053325653076
0,<10k: 25%,10-35k: 15%,35-85k: 15%,85-175k: 35%,175-375k: 45%,>375k: 35%,105-125%,0,0,Independent,206883411,2.534053325653076
0,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 45%,>375k: 55%,105-125%,0,0,Independent,206883411,2.534053325653076
1,<10k: 0%,10-35k: 15%,35-85k: 15%,85-175k: 15%,175-375k: 15%,>375k: 25%,<75%,0,0,Independent,206883411,2.534053325653076
1,<10k: 5%,10-35k: 15%,35-85k: 15%,85-175k: 35%,175-375k: 15%,>375k: 45%,75-95%,0,0,Independent,206883411,2.534053325653076
0,<10k: 0%,10-35k: 35%,35-85k: 5%,85-175k: 25%,175-375k: 5%,>375k: 5%,75-95%,0,0,Independent,206883411,2.534053325653076
0,<10k: 25%,10-35k: 35%,35-85k: 15%,85-175k: 35%,175-375k: 35%,>375k: 35%,>125%,0,0,Independent,206883411,2.534053325653076
1,<10k: 0%,10-35k: 25%,35-85k: 15%,85-175k: 35%,175-375k: 35%,>375k: 35%,95-105%,0,0,Independent,206883411,2.534053325653076
1,<10k: 0%,10-35k: 35%,35-85k: 5%,85-175k: 25%,175-375k: 45%,>375k: 45%,105-125%,0,0,Independent,206883411,2.534053325653076
0,<10k: 15%,10-35k: 35%,35-85k: 35%,85-175k: 5%,175-375k: 15%,>375k: 5%,>125%,0,0,Independent,206883411,2.534053325653076
1,<10k: 0%,10-35k: 25%,35-85k: 15%,85-175k: 5%,175-375k: 45%,>375k: 45%,95-105%,1,0,Independent,206883434,0.5827993154525757
0,<10k: 0%,10-35k: 35%,35-85k: 25%,85-175k: 5%,175-375k: 5%,>375k: 35%,105-125%,1,0,Independent,206883434,0.5827993154525757
1,<10k: 15%,10-35k: 25%,35-85k: 15%,85-175k: 5%,175-375k: 25%,>375k: 55%,105-125%,1,0,Independent,206883434,0.5827993154525757
0,<10k: 25%,10-35k: 35%,35-85k: 5%,85-175k: 5%,175-375k: 15%,>375k: 5%,105-125%,1,0,Independent,206883434,0.5827993154525757
1,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 15%,175-375k: 25%,>375k: 15%,>125%,1,0,Independent,206883434,0.5827993154525757
0,<10k: 15%,10-35k: 25%,35-85k: 35%,85-175k: 35%,175-375k: 25%,>375k: 5%,105-125%,1,0,Independent,206883434,0.5827993154525757
1,<10k: 25%,10-35k: 15%,35-85k: 15%,85-175k: 35%,175-375k: 45%,>375k: 55%,105-125%,1,0,Independent,206883434,0.5827993154525757
0,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 15%,175-375k: 35%,>375k: 55%,>125%,1,0,Independent,206883434,0.5827993154525757
0,<10k: 15%,10-35k: 35%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 5%,95-105%,1,0,Independent,206883434,0.5827993154525757
1,<10k: 15%,10-35k: 15%,35-85k: 5%,85-175k: 15%,175-375k: 15%,>375k: 5%,<75%,1,0,Independent,206883434,0.5827993154525757
1,<10k: 15%,10-35k: 5%,35-85k: 25%,85-175k: 15%,175-375k: 15%,>375k: 5%,<75%,1,0,Independent,206883434,0.5827993154525757
0,<10k: 25%,10-35k: 35%,35-85k: 15%,85-175k: 15%,175-375k: 15%,>375k: 15%,>125%,1,0,Independent,206883434,0.5827993154525757
0,<10k: 5%,10-35k: 5%,35-85k: 35%,85-175k: 35%,175-375k: 45%,>375k: 25%,75-95%,1,0,Independent,206883434,0.5827993154525757
1,<10k: 5%,10-35k: 15%,35-85k: 5%,85-175k: 35%,175-375k: 35%,>375k: 45%,75-95%,1,0,Independent,206883434,0.5827993154525757
1,<10k: 5%,10-35k: 5%,35-85k: 15%,85-175k: 5%,175-375k: 15%,>375k: 55%,<75%,1,0,Independent,206883434,0.5827993154525757
0,<10k: 5%,10-35k: 25%,35-85k: 5%,85-175k: 15%,175-375k: 35%,>375k: 35%,75-95%,1,0,Independent,206883434,0.5827993154525757
1,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 15%,175-375k: 45%,>375k: 55%,<75%,0,1,Republican,206883435,0.8369442820549011
0,<10k: 15%,10-35k: 5%,35-85k: 5%,85-175k: 35%,175-375k: 5%,>375k: 45%,<75%,0,1,Republican,206883435,0.8369442820549011
1,<10k: 5%,10-35k: 15%,35-85k: 35%,85-175k: 5%,175-375k: 35%,>375k: 5%,75-95%,0,1,Republican,206883435,0.8369442820549011
0,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 25%,175-375k: 25%,>375k: 45%,>125%,0,1,Republican,206883435,0.8369442820549011
1,<10k: 5%,10-35k: 25%,35-85k: 25%,85-175k: 25%,175-375k: 45%,>375k: 35%,105-125%,0,1,Republican,206883435,0.8369442820549011
0,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 35%,175-375k: 15%,>375k: 45%,<75%,0,1,Republican,206883435,0.8369442820549011
1,<10k: 15%,10-35k: 5%,35-85k: 25%,85-175k: 5%,175-375k: 35%,>375k: 25%,<75%,0,1,Republican,206883435,0.8369442820549011
0,<10k: 25%,10-35k: 25%,35-85k: 15%,85-175k: 5%,175-375k: 5%,>375k: 15%,95-105%,0,1,Republican,206883435,0.8369442820549011
1,<10k: 5%,10-35k: 15%,35-85k: 5%,85-175k: 35%,175-375k: 25%,>375k: 55%,75-95%,0,1,Republican,206883435,0.8369442820549011
0,<10k: 5%,10-35k: 15%,35-85k: 25%,85-175k: 35%,175-375k: 35%,>375k: 15%,75-95%,0,1,Republican,206883435,0.8369442820549011
1,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 25%,>375k: 35%,105-125%,0,1,Republican,206883435,0.8369442820549011
0,<10k: 25%,10-35k: 35%,35-85k: 15%,85-175k: 15%,175-375k: 15%,>375k: 15%,>125%,0,1,Republican,206883435,0.8369442820549011
0,<10k: 25%,10-35k: 25%,35-85k: 35%,85-175k: 15%,175-375k: 15%,>375k: 5%,105-125%,0,1,Republican,206883435,0.8369442820549011
1,<10k: 25%,10-35k: 5%,35-85k: 25%,85-175k: 35%,175-375k: 15%,>375k: 5%,75-95%,0,1,Republican,206883435,0.8369442820549011
0,<10k: 15%,10-35k: 25%,35-85k: 35%,85-175k: 15%,175-375k: 35%,>375k: 25%,>125%,0,1,Republican,206883435,0.8369442820549011
1,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 35%,175-375k: 35%,>375k: 55%,>125%,0,1,Republican,206883435,0.8369442820549011
1,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 15%,>375k: 25%,95-105%,1,NA,Democrat,206883455,0.7960132956504822
0,<10k: 25%,10-35k: 35%,35-85k: 5%,85-175k: 25%,175-375k: 35%,>375k: 45%,>125%,1,NA,Democrat,206883455,0.7960132956504822
0,<10k: 5%,10-35k: 35%,35-85k: 15%,85-175k: 35%,175-375k: 5%,>375k: 45%,>125%,1,NA,Democrat,206883455,0.7960132956504822
1,<10k: 15%,10-35k: 15%,35-85k: 35%,85-175k: 15%,175-375k: 45%,>375k: 25%,105-125%,1,NA,Democrat,206883455,0.7960132956504822
0,<10k: 0%,10-35k: 15%,35-85k: 35%,85-175k: 15%,175-375k: 25%,>375k: 5%,75-95%,1,NA,Democrat,206883455,0.7960132956504822
1,<10k: 15%,10-35k: 25%,35-85k: 25%,85-175k: 25%,175-375k: 5%,>375k: 15%,105-125%,1,NA,Democrat,206883455,0.7960132956504822
0,<10k: 15%,10-35k: 25%,35-85k: 35%,85-175k: 15%,175-375k: 45%,>375k: 45%,>125%,1,NA,Democrat,206883455,0.7960132956504822
1,<10k: 0%,10-35k: 5%,35-85k: 35%,85-175k: 35%,175-375k: 15%,>375k: 25%,<75%,1,NA,Democrat,206883455,0.7960132956504822
1,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 35%,175-375k: 5%,>375k: 55%,>125%,1,NA,Democrat,206883455,0.7960132956504822
0,<10k: 0%,10-35k: 15%,35-85k: 25%,85-175k: 35%,175-375k: 5%,>375k: 15%,<75%,1,NA,Democrat,206883455,0.7960132956504822
0,<10k: 25%,10-35k: 35%,35-85k: 5%,85-175k: 5%,175-375k: 25%,>375k: 5%,105-125%,1,NA,Democrat,206883455,0.7960132956504822
1,<10k: 0%,10-35k: 25%,35-85k: 15%,85-175k: 5%,175-375k: 15%,>375k: 35%,75-95%,1,NA,Democrat,206883455,0.7960132956504822
1,<10k: 25%,10-35k: 15%,35-85k: 25%,85-175k: 15%,175-375k: 15%,>375k: 45%,105-125%,1,NA,Democrat,206883455,0.7960132956504822
0,<10k: 25%,10-35k: 35%,35-85k: 35%,85-175k: 35%,175-375k: 5%,>375k: 35%,>125%,1,NA,Democrat,206883455,0.7960132956504822
0,<10k: 15%,10-35k: 25%,35-85k: 25%,85-175k: 25%,175-375k: 45%,>375k: 15%,105-125%,1,NA,Democrat,206883455,0.7960132956504822
1,<10k: 5%,10-35k: 15%,35-85k: 35%,85-175k: 15%,175-375k: 45%,>375k: 45%,105-125%,1,NA,Democrat,206883455,0.7960132956504822
1,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 25%,175-375k: 35%,>375k: 25%,<75%,1,0,Democrat,206890613,0.20911036431789398
0,<10k: 25%,10-35k: 5%,35-85k: 25%,85-175k: 15%,175-375k: 25%,>375k: 55%,95-105%,1,0,Democrat,206890613,0.20911036431789398
1,<10k: 5%,10-35k: 15%,35-85k: 5%,85-175k: 35%,175-375k: 25%,>375k: 5%,<75%,1,0,Democrat,206890613,0.20911036431789398
0,<10k: 15%,10-35k: 15%,35-85k: 35%,85-175k: 35%,175-375k: 15%,>375k: 5%,95-105%,1,0,Democrat,206890613,0.20911036431789398
1,<10k: 0%,10-35k: 25%,35-85k: 25%,85-175k: 5%,175-375k: 35%,>375k: 35%,95-105%,1,0,Democrat,206890613,0.20911036431789398
0,<10k: 25%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 15%,>375k: 35%,105-125%,1,0,Democrat,206890613,0.20911036431789398
1,<10k: 15%,10-35k: 5%,35-85k: 35%,85-175k: 25%,175-375k: 25%,>375k: 15%,75-95%,1,0,Democrat,206890613,0.20911036431789398
0,<10k: 15%,10-35k: 5%,35-85k: 35%,85-175k: 15%,175-375k: 35%,>375k: 5%,75-95%,1,0,Democrat,206890613,0.20911036431789398
0,<10k: 5%,10-35k: 5%,35-85k: 25%,85-175k: 5%,175-375k: 35%,>375k: 25%,<75%,1,0,Democrat,206890613,0.20911036431789398
1,<10k: 0%,10-35k: 5%,35-85k: 25%,85-175k: 15%,175-375k: 35%,>375k: 25%,<75%,1,0,Democrat,206890613,0.20911036431789398
1,<10k: 5%,10-35k: 35%,35-85k: 25%,85-175k: 5%,175-375k: 15%,>375k: 55%,>125%,1,0,Democrat,206890613,0.20911036431789398
0,<10k: 15%,10-35k: 5%,35-85k: 15%,85-175k: 5%,175-375k: 5%,>375k: 15%,<75%,1,0,Democrat,206890613,0.20911036431789398
0,<10k: 25%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 45%,>375k: 5%,>125%,1,0,Democrat,206890613,0.20911036431789398
1,<10k: 5%,10-35k: 5%,35-85k: 35%,85-175k: 15%,175-375k: 15%,>375k: 25%,<75%,1,0,Democrat,206890613,0.20911036431789398
0,<10k: 15%,10-35k: 5%,35-85k: 25%,85-175k: 15%,175-375k: 35%,>375k: 5%,<75%,1,0,Democrat,206890613,0.20911036431789398
1,<10k: 5%,10-35k: 35%,35-85k: 15%,85-175k: 35%,175-375k: 25%,>375k: 15%,105-125%,1,0,Democrat,206890613,0.20911036431789398
1,<10k: 25%,10-35k: 15%,35-85k: 25%,85-175k: 25%,175-375k: 45%,>375k: 45%,105-125%,0,NA,Independent,206890633,1.131273865699768
0,<10k: 25%,10-35k: 35%,35-85k: 15%,85-175k: 25%,175-375k: 45%,>375k: 35%,>125%,0,NA,Independent,206890633,1.131273865699768
1,<10k: 15%,10-35k: 25%,35-85k: 35%,85-175k: 5%,175-375k: 25%,>375k: 35%,>125%,0,NA,Independent,206890633,1.131273865699768
0,<10k: 25%,10-35k: 25%,35-85k: 35%,85-175k: 35%,175-375k: 25%,>375k: 55%,>125%,0,NA,Independent,206890633,1.131273865699768
1,<10k: 25%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 5%,>375k: 15%,>125%,0,NA,Independent,206890633,1.131273865699768
0,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 5%,<75%,0,NA,Independent,206890633,1.131273865699768
0,<10k: 5%,10-35k: 25%,35-85k: 25%,85-175k: 25%,175-375k: 45%,>375k: 55%,>125%,0,NA,Independent,206890633,1.131273865699768
1,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 35%,175-375k: 45%,>375k: 25%,<75%,0,NA,Independent,206890633,1.131273865699768
1,<10k: 25%,10-35k: 35%,35-85k: 15%,85-175k: 25%,175-375k: 15%,>375k: 45%,>125%,0,NA,Independent,206890633,1.131273865699768
0,<10k: 25%,10-35k: 15%,35-85k: 5%,85-175k: 5%,175-375k: 5%,>375k: 5%,<75%,0,NA,Independent,206890633,1.131273865699768
0,<10k: 0%,10-35k: 5%,35-85k: 35%,85-175k: 5%,175-375k: 35%,>375k: 15%,<75%,0,NA,Independent,206890633,1.131273865699768
1,<10k: 5%,10-35k: 35%,35-85k: 15%,85-175k: 25%,175-375k: 45%,>375k: 25%,105-125%,0,NA,Independent,206890633,1.131273865699768
1,<10k: 0%,10-35k: 35%,35-85k: 25%,85-175k: 35%,175-375k: 15%,>375k: 35%,>125%,0,NA,Independent,206890633,1.131273865699768
0,<10k: 15%,10-35k: 5%,35-85k: 25%,85-175k: 15%,175-375k: 35%,>375k: 25%,75-95%,0,NA,Independent,206890633,1.131273865699768
0,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 5%,75-95%,0,NA,Independent,206890633,1.131273865699768
1,<10k: 5%,10-35k: 35%,35-85k: 15%,85-175k: 5%,175-375k: 35%,>375k: 55%,>125%,0,NA,Independent,206890633,1.131273865699768
1,<10k: 15%,10-35k: 15%,35-85k: 25%,85-175k: 35%,175-375k: 25%,>375k: 55%,105-125%,1,1,Republican,206890656,1.221980094909668
0,<10k: 0%,10-35k: 35%,35-85k: 15%,85-175k: 5%,175-375k: 35%,>375k: 55%,105-125%,1,1,Republican,206890656,1.221980094909668
1,<10k: 5%,10-35k: 15%,35-85k: 5%,85-175k: 25%,175-375k: 15%,>375k: 5%,<75%,1,1,Republican,206890656,1.221980094909668
0,<10k: 25%,10-35k: 35%,35-85k: 25%,85-175k: 15%,175-375k: 25%,>375k: 15%,>125%,1,1,Republican,206890656,1.221980094909668
1,<10k: 15%,10-35k: 5%,35-85k: 35%,85-175k: 35%,175-375k: 25%,>375k: 25%,75-95%,1,1,Republican,206890656,1.221980094909668
0,<10k: 0%,10-35k: 35%,35-85k: 5%,85-175k: 25%,175-375k: 45%,>375k: 45%,105-125%,1,1,Republican,206890656,1.221980094909668
0,<10k: 15%,10-35k: 35%,35-85k: 5%,85-175k: 5%,175-375k: 25%,>375k: 35%,105-125%,1,1,Republican,206890656,1.221980094909668
1,<10k: 0%,10-35k: 15%,35-85k: 25%,85-175k: 25%,175-375k: 25%,>375k: 35%,75-95%,1,1,Republican,206890656,1.221980094909668
0,<10k: 25%,10-35k: 5%,35-85k: 5%,85-175k: 25%,175-375k: 25%,>375k: 5%,<75%,1,1,Republican,206890656,1.221980094909668
1,<10k: 0%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 45%,>375k: 15%,75-95%,1,1,Republican,206890656,1.221980094909668
0,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 15%,175-375k: 5%,>375k: 55%,105-125%,1,1,Republican,206890656,1.221980094909668
1,<10k: 15%,10-35k: 5%,35-85k: 25%,85-175k: 15%,175-375k: 5%,>375k: 45%,75-95%,1,1,Republican,206890656,1.221980094909668
0,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 5%,>375k: 15%,>125%,1,1,Republican,206890656,1.221980094909668
1,<10k: 25%,10-35k: 15%,35-85k: 15%,85-175k: 35%,175-375k: 15%,>375k: 35%,105-125%,1,1,Republican,206890656,1.221980094909668
1,<10k: 5%,10-35k: 5%,35-85k: 15%,85-175k: 35%,175-375k: 45%,>375k: 45%,75-95%,1,1,Republican,206890656,1.221980094909668
0,<10k: 0%,10-35k: 25%,35-85k: 15%,85-175k: 35%,175-375k: 45%,>375k: 45%,105-125%,1,1,Republican,206890656,1.221980094909668
0,<10k: 15%,10-35k: 5%,35-85k: 5%,85-175k: 5%,175-375k: 15%,>375k: 25%,<75%,0,0,Independent,206890721,0.9356144666671753
1,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 25%,175-375k: 45%,>375k: 25%,<75%,0,0,Independent,206890721,0.9356144666671753
0,<10k: 25%,10-35k: 35%,35-85k: 25%,85-175k: 35%,175-375k: 45%,>375k: 45%,>125%,0,0,Independent,206890721,0.9356144666671753
1,<10k: 25%,10-35k: 35%,35-85k: 5%,85-175k: 25%,175-375k: 5%,>375k: 55%,>125%,0,0,Independent,206890721,0.9356144666671753
0,<10k: 25%,10-35k: 15%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 25%,75-95%,0,0,Independent,206890721,0.9356144666671753
1,<10k: 0%,10-35k: 15%,35-85k: 5%,85-175k: 25%,175-375k: 15%,>375k: 25%,<75%,0,0,Independent,206890721,0.9356144666671753
1,<10k: 15%,10-35k: 25%,35-85k: 15%,85-175k: 35%,175-375k: 35%,>375k: 35%,105-125%,0,0,Independent,206890721,0.9356144666671753
0,<10k: 25%,10-35k: 5%,35-85k: 25%,85-175k: 15%,175-375k: 15%,>375k: 35%,75-95%,0,0,Independent,206890721,0.9356144666671753
0,<10k: 15%,10-35k: 5%,35-85k: 15%,85-175k: 5%,175-375k: 25%,>375k: 5%,<75%,0,0,Independent,206890721,0.9356144666671753
1,<10k: 0%,10-35k: 15%,35-85k: 35%,85-175k: 15%,175-375k: 15%,>375k: 45%,75-95%,0,0,Independent,206890721,0.9356144666671753
1,<10k: 15%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 5%,>375k: 45%,105-125%,0,0,Independent,206890721,0.9356144666671753
0,<10k: 15%,10-35k: 25%,35-85k: 35%,85-175k: 15%,175-375k: 15%,>375k: 55%,>125%,0,0,Independent,206890721,0.9356144666671753
0,<10k: 0%,10-35k: 15%,35-85k: 25%,85-175k: 5%,175-375k: 35%,>375k: 25%,75-95%,0,0,Independent,206890721,0.9356144666671753
1,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 25%,175-375k: 25%,>375k: 5%,<75%,0,0,Independent,206890721,0.9356144666671753
1,<10k: 5%,10-35k: 25%,35-85k: 15%,85-175k: 15%,175-375k: 35%,>375k: 25%,95-105%,0,0,Independent,206890721,0.9356144666671753
0,<10k: 15%,10-35k: 25%,35-85k: 25%,85-175k: 15%,175-375k: 15%,>375k: 55%,>125%,0,0,Independent,206890721,0.9356144666671753
0,<10k: 0%,10-35k: 15%,35-85k: 35%,85-175k: 5%,175-375k: 25%,>375k: 5%,<75%,1,0,Independent,206898021,0.5034869909286499
1,<10k: 5%,10-35k: 5%,35-85k: 25%,85-175k: 35%,175-375k: 25%,>375k: 45%,75-95%,1,0,Independent,206898021,0.5034869909286499
1,<10k: 15%,10-35k: 5%,35-85k: 15%,85-175k: 25%,175-375k: 15%,>375k: 45%,75-95%,1,0,Independent,206898021,0.5034869909286499
0,<10k: 5%,10-35k: 5%,35-85k: 25%,85-175k: 5%,175-375k: 25%,>375k: 45%,<75%,1,0,Independent,206898021,0.5034869909286499
0,<10k: 0%,10-35k: 15%,35-85k: 5%,85-175k: 5%,175-375k: 35%,>375k: 25%,<75%,1,0,Independent,206898021,0.5034869909286499
1,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 15%,175-375k: 25%,>375k: 5%,<75%,1,0,Independent,206898021,0.5034869909286499
0,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 5%,175-375k: 25%,>375k: 55%,>125%,1,0,Independent,206898021,0.5034869909286499
1,<10k: 15%,10-35k: 25%,35-85k: 35%,85-175k: 25%,175-375k: 5%,>375k: 5%,105-125%,1,0,Independent,206898021,0.5034869909286499
0,<10k: 25%,10-35k: 25%,35-85k: 15%,85-175k: 35%,175-375k: 35%,>375k: 5%,105-125%,1,0,Independent,206898021,0.5034869909286499
1,<10k: 25%,10-35k: 5%,35-85k: 35%,85-175k: 35%,175-375k: 25%,>375k: 35%,105-125%,1,0,Independent,206898021,0.5034869909286499
0,<10k: 15%,10-35k: 35%,35-85k: 35%,85-175k: 35%,175-375k: 45%,>375k: 45%,>125%,1,0,Independent,206898021,0.5034869909286499
1,<10k: 15%,10-35k: 35%,35-85k: 15%,85-175k: 35%,175-375k: 15%,>375k: 55%,>125%,1,0,Independent,206898021,0.5034869909286499
1,<10k: 5%,10-35k: 15%,35-85k: 35%,85-175k: 15%,175-375k: 5%,>375k: 55%,95-105%,1,0,Independent,206898021,0.5034869909286499
0,<10k: 25%,10-35k: 35%,35-85k: 35%,85-175k: 15%,175-375k: 25%,>375k: 15%,>125%,1,0,Independent,206898021,0.5034869909286499
0,<10k: 0%,10-35k: 15%,35-85k: 5%,85-175k: 15%,175-375k: 25%,>375k: 15%,<75%,1,0,Independent,206898021,0.5034869909286499
1,<10k: 5%,10-35k: 5%,35-85k: 25%,85-175k: 25%,175-375k: 15%,>375k: 55%,75-95%,1,0,Independent,206898021,0.5034869909286499
1,<10k: 0%,10-35k: 15%,35-85k: 35%,85-175k: 15%,175-375k: 35%,>375k: 35%,75-95%,1,NA,Republican,206898024,0.35003983974456787
0,<10k: 5%,10-35k: 25%,35-85k: 25%,85-175k: 25%,175-375k: 5%,>375k: 35%,105-125%,1,NA,Republican,206898024,0.35003983974456787
1,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 5%,175-375k: 5%,>375k: 15%,<75%,1,NA,Republican,206898024,0.35003983974456787
0,<10k: 25%,10-35k: 35%,35-85k: 25%,85-175k: 35%,175-375k: 45%,>375k: 25%,>125%,1,NA,Republican,206898024,0.35003983974456787
0,<10k: 15%,10-35k: 15%,35-85k: 35%,85-175k: 5%,175-375k: 5%,>375k: 55%,105-125%,1,NA,Republican,206898024,0.35003983974456787
1,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 15%,>375k: 55%,>125%,1,NA,Republican,206898024,0.35003983974456787
0,<10k: 15%,10-35k: 5%,35-85k: 15%,85-175k: 5%,175-375k: 15%,>375k: 55%,75-95%,1,NA,Republican,206898024,0.35003983974456787
1,<10k: 5%,10-35k: 25%,35-85k: 25%,85-175k: 15%,175-375k: 15%,>375k: 35%,105-125%,1,NA,Republican,206898024,0.35003983974456787
1,<10k: 5%,10-35k: 25%,35-85k: 35%,85-175k: 15%,175-375k: 15%,>375k: 55%,>125%,1,NA,Republican,206898024,0.35003983974456787
0,<10k: 15%,10-35k: 35%,35-85k: 25%,85-175k: 35%,175-375k: 45%,>375k: 15%,>125%,1,NA,Republican,206898024,0.35003983974456787
1,<10k: 0%,10-35k: 5%,35-85k: 25%,85-175k: 25%,175-375k: 25%,>375k: 5%,<75%,1,NA,Republican,206898024,0.35003983974456787
0,<10k: 5%,10-35k: 35%,35-85k: 5%,85-175k: 35%,175-375k: 15%,>375k: 35%,105-125%,1,NA,Republican,206898024,0.35003983974456787
0,<10k: 25%,10-35k: 35%,35-85k: 15%,85-175k: 35%,175-375k: 5%,>375k: 5%,>125%,1,NA,Republican,206898024,0.35003983974456787
1,<10k: 25%,10-35k: 25%,35-85k: 15%,85-175k: 25%,175-375k: 15%,>375k: 25%,105-125%,1,NA,Republican,206898024,0.35003983974456787
0,<10k: 25%,10-35k: 25%,35-85k: 25%,85-175k: 25%,175-375k: 15%,>375k: 35%,>125%,1,NA,Republican,206898024,0.35003983974456787
1,<10k: 0%,10-35k: 25%,35-85k: 5%,85-175k: 15%,175-375k: 45%,>375k: 35%,75-95%,1,NA,Republican,206898024,0.35003983974456787
0,<10k: 15%,10-35k: 35%,35-85k: 35%,85-175k: 5%,175-375k: 5%,>375k: 45%,>125%,0,1,Republican,206919158,0.7982733845710754
1,<10k: 5%,10-35k: 35%,35-85k: 35%,85-175k: 25%,175-375k: 15%,>375k: 55%,>125%,0,1,Republican,206919158,0.7982733845710754
0,<10k: 25%,10-35k: 5%,35-85k: 35%,85-175k: 35%,175-375k: 45%,>375k: 25%,105-125%,0,1,Republican,206919158,0.7982733845710754
1,<10k: 5%,10-35k: 15%,35-85k: 5%,85-175k: 5%,175-375k: 5%,>375k: 5%,<75%,0,1,Republican,206919158,0.7982733845710754
1,<10k: 5%,10-35k: 5%,35-85k: 5%,85-175k: 5%,175-375k: 5%,>375k: 25%,<75%,0,1,Republican,206919158,0.7982733845710754
0,<10k: 15%,10-35k: 35%,35-85k: 35%,85-175k: 35%,175-375k: 25%,>375k: 25%,>125%,0,1,Republican,206919158,0.7982733845710754
0,<10k: 15%,10-35k: 25%,35-85k: 25%,85-175k: 15%,175-375k: 45%,>375k: 35%,>125%,0,1,Republican,206919158,0.7982733845710754
1,<10k: 5%,10-35k: 15%,35-85k: 35%,85-175k: 5%,175-375k: 15%,>375k: 5%,75-95%,0,1,Republican,206919158,0.7982733845710754
1,<10k: 25%,10-35k: 25%,35-85k: 5%,85-175k: 35%,175-375k: 15%,>375k: 5%,95-105%,0,1,Republican,206919158,0.7982733845710754
0,<10k: 25%,10-35k: 25%,35-85k: 15%,85-175k: 5%,175-375k: 35%,>375k: 45%,>125%,0,1,Republican,206919158,0.7982733845710754
1,<10k: 15%,10-35k: 15%,35-85k: 25%,85-175k: 35%,175-375k: 25%,>375k: 35%,105-125%,0,1,Republican,206919158,0.7982733845710754
0,<10k: 5%,10-35k: 25%,35-85k: 35%,85-175k: 5%,175-375k: 15%,>375k: 55%,105-125%,0,1,Republican,206919158,0.7982733845710754
0,<10k: 25%,10-35k: 35%,35-85k: 25%,85-175k: 35%,175-375k: 5%,>375k: 25%,>125%,0,1,Republican,206919158,0.7982733845710754
1,<10k: 15%,10-35k: 35%,35-85k: 25%,85-175k: 25%,175-375k: 45%,>375k: 35%,>125%,0,1,Republican,206919158,0.7982733845710754
0,<10k: 25%,10-35k: 15%,35-85k: 25%,85-175k: 25%,175-375k: 15%,>375k: 15%,95-105%,0,1,Republican,206919158,0.7982733845710754
1,<10k: 0%,10-35k: 15%,35-85k: 5%,85-175k: 5%,175-375k: 25%,>375k: 5%,<75%,0,1,Republican,206919158,0.7982733845710754
1,<10k: 0%,10-35k: 35%,35-85k: 15%,85-175k: 25%,175-375k: 35%,>375k: 45%,>125%,0,NA,Republican,206919243,0.6163386702537537
